Annual_Death_Rate,Probability_of_Death,Number_of_Deaths,Life_Expectancy,ID,Female_Deaths,Male_Deaths,Total_Deaths,Year,Age,Female_population,Male_population,Total_population
0.134,0.134,130,50,1975_24,1244.26,3712.95,4957.21,1975,24,1827090.41,1799109.59,3626200.0
0.136,0.136,132,49,1975_25,1185.24,3685.94,4871.18,1975,25,1786501.37,1758008.22,3544509.59
0.136,0.136,131,48,1975_26,1244.26,3523.9,4768.16,1975,26,1765520.55,1739509.59,3505030.14
0.135,0.135,130,47,1975_27,1332.27,3477.89,4810.16,1975,27,1850326.03,1824317.81,3674643.84
0.13,0.13,125,46,1975_28,1376.28,3321.85,4698.13,1975,28,1630200.0,1605698.63,3235898.63
0.131,0.131,126,46,1975_29,1195.24,2672.69,3867.93,1975,29,1438468.49,1407983.56,2846452.05
0.135,0.135,129,45,1975_30,1235.25,2763.7,3998.95,1975,30,1504468.49,1469975.34,2974443.83
0.145,0.145,139,44,1975_31,1395.29,2781.71,4177.0,1975,31,1497397.26,1460391.78,2957789.04
0.147,0.147,140,43,1975_32,1488.3,2906.74,4395.04,1975,32,1456758.9,1414254.79,2871013.69
0.161,0.161,154,42,1975_33,1447.29,2851.73,4299.02,1975,33,1314610.96,1267109.59,2581720.55
0.16199999999999998,0.161,154,41,1975_34,1347.28,2817.73,4165.01,1975,34,1277098.63,1226101.37,2503200.0
0.181,0.181,173,40,1975_35,1532.31,2872.73,4405.04,1975,35,1220526.03,1170531.51,2391057.54
0.192,0.192,183,39,1975_36,1534.32,2979.76,4514.08,1975,36,1194520.55,1139019.18,2333539.73
0.208,0.207,197,38,1975_37,1804.37,3012.77,4817.14,1975,37,1173547.95,1114547.95,2288095.9
0.22200000000000003,0.22200000000000003,210,37,1975_38,1806.37,3164.81,4971.18,1975,38,1142509.59,1085010.96,2227520.55
0.246,0.245,232,36,1975_39,2022.41,3540.91,5563.32,1975,39,1151526.03,1100013.7,2251539.73
0.271,0.271,255,35,1975_40,2303.47,3874.99,6178.46,1975,40,1144030.14,1098534.25,2242564.39
0.293,0.292,275,34,1975_41,2358.48,4039.03,6397.51,1975,41,1125969.86,1078978.08,2204947.94
0.332,0.331,310,34,1975_42,2759.57,4642.19,7401.76,1975,42,1138000.0,1091991.78,2229991.78
0.35000000000000003,0.35000000000000003,327,33,1975_43,2901.59,4900.25,7801.84,1975,43,1143460.27,1100958.9,2244419.17
0.376,0.376,350,32,1975_44,3237.66,5418.39,8656.05,1975,44,1196906.85,1146923.29,2343830.14
0.42300000000000004,0.422,392,31,1975_45,3645.75,6266.6,9912.35,1975,45,1211041.1,1147542.47,2358583.57
0.453,0.45199999999999996,417,30,1975_46,3864.79,6720.72,10585.51,1975,46,1197975.34,1134476.71,2332452.05
0.525,0.524,482,29,1975_47,4508.92,7774.99,12283.91,1975,47,1207997.26,1139504.11,2347501.37
0.565,0.563,515,28,1975_48,4909.0,8260.12,13169.12,1975,48,1213468.49,1128978.08,2342446.57
0.599,0.597,543,27,1975_49,5271.07,9153.35,14424.42,1975,49,1262961.64,1166465.75,2429427.39
0.6859999999999999,0.6839999999999999,619,27,1975_50,5987.22,10347.65,16334.87,1975,50,1244509.59,1148008.22,2392517.81
0.715,0.713,640,26,1975_51,6130.25,11186.87,17317.12,1975,51,1258506.85,1155506.85,2414013.7
0.77,0.767,684,25,1975_52,6629.35,11895.05,18524.4,1975,52,1257482.19,1155468.49,2412950.68
0.8330000000000001,0.83,734,24,1975_53,7227.48,12757.27,19984.75,1975,53,1243052.05,1148041.1,2391093.15
0.9249999999999999,0.9209999999999999,808,23,1975_54,7862.61,13979.58,21842.19,1975,54,1224967.12,1128975.34,2353942.46
0.993,0.988,859,23,1975_55,8153.67,14707.76,22861.43,1975,55,1193087.67,1088589.04,2281676.71
1.064,1.058,911,22,1975_56,8528.74,14966.83,23495.57,1975,56,1129073.97,1024054.79,2153128.76
1.212,1.204,1026,21,1975_57,9103.86,16298.17,25402.03,1975,57,1081038.36,978534.25,2059572.61
1.32,1.311,1103,20,1975_58,9504.94,17159.4,26664.34,1975,58,1059002.74,947997.26,2007000.0
1.393,1.383,1148,20,1975_59,9980.04,18030.62,28010.66,1975,59,1064991.78,948986.3,2013978.08
1.591,1.5779999999999998,1292,19,1975_60,10774.2,19694.05,30468.25,1975,60,1014021.92,901512.33,1915534.25
1.628,1.6150000000000002,1301,18,1975_61,11169.28,20333.2,31502.48,1975,61,1018010.96,902517.81,1920528.77
1.8259999999999998,1.81,1435,17,1975_62,12337.52,22224.69,34562.21,1975,62,1003038.36,872027.4,1875065.76
1.9140000000000001,1.8960000000000001,1476,17,1975_63,12524.55,22809.84,35334.39,1975,63,984016.44,844016.44,1828032.88
2.064,2.043,1560,16,1975_64,13566.77,23926.13,37492.9,1975,64,991468.49,831468.49,1822936.98
2.225,2.2009999999999996,1647,15,1975_65,14599.98,25271.47,39871.45,1975,65,978567.12,802063.01,1780630.13
2.2929999999999997,2.267,1659,15,1975_66,14443.95,25063.41,39507.36,1975,66,940027.4,751016.44,1691043.84
2.614,2.58,1845,14,1975_67,15910.25,26555.8,42466.05,1975,67,892063.01,705545.21,1597608.22
2.809,2.77,1930,13,1975_68,16168.3,26888.89,43057.19,1975,68,846024.66,659515.07,1505539.73
3.032,2.987,2024,13,1975_69,17033.48,26614.81,43648.29,1975,69,803027.4,620517.81,1423545.21
3.485,3.4250000000000003,2251,12,1975_70,18280.73,26873.88,45154.61,1975,70,728035.62,552021.92,1280057.54
3.6060000000000003,3.542,2248,12,1975_71,18134.71,27045.92,45180.63,1975,71,701030.14,529021.92,1230052.06
4.141,4.057,2484,11,1975_72,19622.01,27541.05,47163.06,1975,72,641558.9,470043.84,1111602.74
4.243,4.154999999999999,2441,11,1975_73,19434.96,26180.7,45615.66,1975,73,625443.84,444471.23,1069915.07
4.913,4.795,2700,10,1975_74,22707.64,28228.23,50935.87,1975,74,626989.04,429487.67,1056476.71
5.167999999999999,5.038,2700,10,1975_75,23318.77,27784.11,51102.88,1975,75,583567.12,389043.84,972610.96
5.248,5.114,2603,9,1975_76,22215.54,25405.5,47621.04,1975,76,530542.47,344019.18,874561.65
5.949999999999999,5.778,2790,9,1975_77,23219.75,25563.55,48783.3,1975,77,494504.11,314991.78,809495.89
6.294,6.101999999999999,2776,8,1975_78,24115.93,25503.52,49619.45,1975,78,485989.04,306493.15,792482.19
6.973999999999999,6.739000000000001,2879,8,1975_79,25654.24,25606.56,51260.8,1975,79,456013.7,280501.37,736515.07
7.761,7.471,2977,7,1975_80,26458.41,24718.33,51176.74,1975,80,408167.96,241528.45,649696.41
8.213,7.889,2909,7,1975_81,25531.22,23155.93,48687.15,1975,81,371859.84,214515.71,586375.55
9.29,8.877,3015,6,1975_82,26653.45,23062.9,49716.35,1975,82,341048.07,192645.36,533693.43
10.18,9.687,2998,6,1975_83,26174.35,21393.47,47567.82,1975,83,291831.04,158469.69,450300.73
10.96,10.391,2904,6,1975_84,25041.12,18993.86,44034.98,1975,84,261986.25,137171.83,399158.08
12.027000000000001,11.344999999999999,2841,5,1975_85,24561.01,17768.55,42329.56,1975,85,229794.5,118712.13,348506.63
13.131,12.322,2736,5,1975_86,23364.78,16342.18,39706.96,1975,86,197299.36,100169.44,297468.8
14.277999999999999,13.327,2594,5,1975_87,20891.27,14165.62,35056.89,1975,87,155061.22,76580.53,231641.75
15.35,14.255999999999998,2405,4,1975_88,18407.76,11660.99,30068.75,1975,88,130252.05,62346.22,192598.27
16.945,15.622,2260,4,1975_89,16892.45,10357.65,27250.1,1975,89,107429.27,50657.0,158086.27
18.642,17.052999999999997,2082,4,1975_90,15210.1,8910.28,24120.38,1975,90,86689.75,39889.05,126578.8
19.781000000000002,18.001,1823,3,1975_91,12690.6,7146.83,19837.43,1975,91,66856.76,29370.74,96227.5
21.414,19.343,1606,3,1975_92,10709.19,5532.42,16241.61,1975,92,51607.24,21954.15,73561.39
23.599,21.108,1414,3,1975_93,8849.8,4425.14,13274.94,1975,93,38128.27,15825.25,53953.52
25.271,22.436,1185,3,1975_94,6994.43,3424.88,10419.31,1975,94,28779.02,11568.81,40347.83
26.926,23.730999999999998,972,3,1975_95,5355.09,2488.64,7843.73,1975,95,19668.38,7499.39,27167.77
28.967,25.302000000000003,791,2,1975_96,3779.77,1719.44,5499.21,1975,96,13440.92,5026.05,18466.97
31.104,26.918,628,2,1975_97,3001.61,1221.32,4222.93,1975,97,9508.78,3512.59,13021.37
33.331,28.569,487,2,1975_98,2187.44,916.24,3103.68,1975,98,6650.15,2333.7,8983.85
35.641,30.25,369,2,1975_99,1497.31,580.15,2077.46,1975,99,4489.62,1527.1,6016.72
38.025999999999996,31.951,272,2,1975_100,1039.22,353.09,1392.31,1975,100,2820.83,917.53,3738.36
40.476,33.663,195,2,1975_101,698.14,221.06,919.2,1975,101,1807.32,618.58,2425.9
42.981,35.378,136,2,1975_102,427.09,175.04,602.13,1975,102,1198.73,432.36,1631.09
45.527,37.085,92,2,1975_103,290.06,124.04,414.1,1975,103,730.19,301.68,1031.87
48.102000000000004,38.775999999999996,60,1,1975_104,189.04,70.02,259.06,1975,104,507.96,214.36,722.32
50.69200000000001,40.442,39,1,1975_105,130.02,56.02,186.04,1975,105,322.68,124.06,446.74
53.282,42.073,24,1,1975_106,73.02,27.0,100.02,1975,106,207.7,88.8,296.5
55.859,43.663999999999994,14,1,1975_107,42.0,17.0,59.0,1975,107,141.42,53.59,195.01
58.409,45.206,8,1,1975_108,37.0,16.0,53.0,1975,108,83.48,47.31,130.79
60.917,46.694,5,1,1975_109,16.0,7.0,23.0,1975,109,61.87,39.78,101.65
63.37199999999999,100.0,5,1,1975_110,59.0,21.0,80.0,1975,110,177.25,91.83,269.08
1.532,1.512,1512,72,1976_0,20949.08,27328.0,48277.08,1976,0,1530978.08,1602972.6,3133950.68
0.104,0.104,103,72,1976_1,1445.29,1749.51,3194.8,1976,1,1486550.68,1556052.05,3042602.73
0.07200000000000001,0.07200000000000001,71,72,1976_2,929.18,1223.36,2152.54,1976,2,1475452.05,1543457.53,3018909.58
0.055999999999999994,0.055999999999999994,55,71,1976_3,694.13,1053.31,1747.44,1976,3,1561380.82,1626876.71,3188257.53
0.045,0.045,44,70,1976_4,623.12,890.26,1513.38,1976,4,1704802.74,1780284.93,3485087.67
0.042,0.042,41,69,1976_5,605.12,886.26,1491.38,1976,5,1756553.42,1834068.49,3590621.91
0.037,0.037,36,68,1976_6,515.1,798.23,1313.33,1976,6,1724060.27,1790065.75,3514126.02
0.033,0.033,32,67,1976_7,477.1,691.2,1168.3,1976,7,1713041.1,1784539.73,3497580.83
0.031,0.031,30,66,1976_8,425.08,626.18,1051.26,1976,8,1677945.21,1747950.68,3425895.89
0.027999999999999997,0.027999999999999997,28,65,1976_9,386.08,625.18,1011.26,1976,9,1767945.21,1837936.99,3605882.2
0.027999999999999997,0.027999999999999997,27,64,1976_10,398.08,646.19,1044.27,1976,10,1891849.32,1972353.42,3864202.74
0.027,0.027,26,63,1976_11,387.08,654.2,1041.28,1976,11,1948402.74,2029882.19,3978284.93
0.031,0.031,30,62,1976_12,424.08,813.24,1237.32,1976,12,1996961.64,2083967.12,4080928.76
0.038,0.038,37,61,1976_13,548.1,1030.3,1578.4,1976,13,2037460.27,2122961.64,4160421.91
0.046,0.046,45,60,1976_14,668.13,1299.38,1967.51,1976,14,2098947.95,2182945.21,4281893.16
0.056999999999999995,0.056999999999999995,56,59,1976_15,782.16,1683.49,2465.65,1976,15,2108043.84,2196553.42,4304597.26
0.08,0.08,79,58,1976_16,1000.19,2425.71,3425.9,1976,16,2093994.52,2167501.37,4261495.89
0.099,0.099,97,57,1976_17,1149.22,3083.9,4233.12,1976,17,2101504.11,2171997.26,4273501.37
0.121,0.121,118,56,1976_18,1338.26,3798.11,5136.37,1976,18,2098506.85,2145512.33,4244019.18
0.123,0.123,119,55,1976_19,1291.25,4014.18,5305.43,1976,19,2122109.59,2146126.03,4268235.62
0.125,0.125,122,54,1976_20,1338.26,3932.15,5270.41,1976,20,2072536.99,2091046.58,4163583.57
0.13,0.13,126,53,1976_21,1234.24,4004.17,5238.41,1976,21,1995054.79,2006569.86,4001624.65
0.133,0.133,129,52,1976_22,1240.25,3982.17,5222.42,1976,22,1944575.34,1931580.82,3876156.16
0.129,0.129,125,51,1976_23,1245.25,3681.08,4926.33,1976,23,1893076.71,1872578.08,3765654.79
0.129,0.128,124,50,1976_24,1211.24,3658.08,4869.32,1976,24,1884065.75,1865572.6,3749638.35
0.128,0.128,123,49,1976_25,1206.24,3509.03,4715.27,1976,25,1822095.89,1801109.59,3623205.48
0.128,0.128,124,49,1976_26,1287.25,3262.96,4550.21,1976,26,1774002.74,1746008.22,3520010.96
0.126,0.126,121,48,1976_27,1263.25,3222.94,4486.19,1976,27,1794520.55,1761509.59,3556030.14
0.13,0.13,125,47,1976_28,1308.26,3236.95,4545.21,1976,28,1818317.81,1789808.22,3608126.03
0.122,0.122,117,46,1976_29,1407.27,3203.94,4611.21,1976,29,1699745.21,1673742.47,3373487.68
0.128,0.128,123,45,1976_30,1162.22,2689.79,3852.01,1976,30,1476454.79,1450471.23,2926926.02
0.135,0.135,130,44,1976_31,1275.25,2597.76,3873.01,1976,31,1450975.34,1413980.82,2864956.16
0.14200000000000002,0.14200000000000002,136,43,1976_32,1393.27,2732.8,4126.07,1976,32,1513397.26,1467391.78,2980789.04
0.147,0.147,141,42,1976_33,1489.29,2878.84,4368.13,1976,33,1448756.16,1398249.32,2847005.48
0.157,0.156,150,41,1976_34,1477.29,2835.83,4313.12,1976,34,1354613.7,1304613.7,2659227.4
0.165,0.165,158,40,1976_35,1499.3,2716.79,4216.09,1976,35,1264093.15,1218600.0,2482693.15
0.181,0.181,173,39,1976_36,1513.29,2842.83,4356.12,1976,36,1210523.29,1156528.77,2367052.06
0.198,0.198,188,38,1976_37,1699.33,2959.86,4659.19,1976,37,1199021.92,1140021.92,2339043.84
0.22100000000000003,0.22100000000000003,210,37,1976_38,1822.35,3248.95,5071.3,1976,38,1162043.84,1105545.21,2267589.05
0.22899999999999998,0.22899999999999998,217,36,1976_39,1916.38,3341.98,5258.36,1976,39,1167016.44,1111016.44,2278032.88
0.255,0.254,241,35,1976_40,2181.43,3673.07,5854.5,1976,40,1165027.4,1117517.81,2282545.21
0.281,0.281,265,35,1976_41,2340.46,3943.16,6283.62,1976,41,1124024.66,1081027.4,2205052.06
0.313,0.313,294,34,1976_42,2480.48,4370.28,6850.76,1976,42,1127471.23,1080476.71,2207947.94
0.344,0.344,322,33,1976_43,2755.54,4867.42,7622.96,1976,43,1128498.63,1082991.78,2211490.41
0.371,0.37,346,32,1976_44,3104.61,5206.53,8311.14,1976,44,1149463.01,1104961.64,2254424.65
0.413,0.41200000000000003,383,31,1976_45,3411.67,6004.75,9416.42,1976,45,1191906.85,1134421.92,2326328.77
0.44999999999999996,0.449,416,30,1976_46,3869.75,6617.94,10487.69,1976,46,1204041.1,1141542.47,2345583.57
0.48700000000000004,0.486,448,29,1976_47,4240.82,7148.09,11388.91,1976,47,1198476.71,1132978.08,2331454.79
0.5499999999999999,0.549,504,28,1976_48,4662.91,8052.36,12715.27,1976,48,1199994.52,1121501.37,2321495.89
0.5910000000000001,0.5890000000000001,538,28,1976_49,5134.0,8933.61,14067.61,1976,49,1239473.97,1147482.19,2386956.16
0.666,0.664,603,27,1976_50,5807.13,9789.87,15597.0,1976,50,1230452.05,1136460.27,2366912.32
0.7020000000000001,0.699,631,26,1976_51,6205.21,10778.15,16983.36,1976,51,1266515.07,1163013.7,2429528.77
0.772,0.769,689,25,1976_52,6725.31,11848.46,18573.77,1976,52,1253506.85,1145504.11,2399010.96
0.8210000000000001,0.818,727,24,1976_53,7142.39,12571.68,19714.07,1976,53,1255983.56,1151468.49,2407452.05
0.89,0.886,781,23,1976_54,7523.47,13606.99,21130.46,1976,54,1232052.05,1134539.73,2366591.78
0.967,0.963,841,23,1976_55,8037.56,14504.24,22541.8,1976,55,1212967.12,1111473.97,2324441.09
1.0659999999999998,1.06,917,22,1976_56,8915.74,15465.53,24381.27,1976,56,1188087.67,1077090.41,2265178.08
1.1400000000000001,1.134,971,21,1976_57,8849.72,16112.72,24962.44,1976,57,1122073.97,1011054.79,2133128.76
1.2850000000000001,1.277,1081,20,1976_58,9664.88,16941.96,26606.84,1976,58,1074539.73,959032.88,2033572.61
1.3780000000000001,1.3679999999999999,1143,20,1976_59,9919.93,17981.27,27901.2,1976,59,1064506.85,944501.37,2009008.22
1.569,1.557,1283,19,1976_60,10566.06,19337.66,29903.72,1976,60,1015983.56,898980.82,1914964.38
1.636,1.6219999999999999,1316,18,1976_61,11507.24,20494.0,32001.24,1976,61,1033531.51,917021.92,1950553.43
1.8079999999999998,1.7919999999999998,1430,18,1976_62,12515.44,22316.54,34831.98,1976,62,1021512.33,889019.18,1910531.51
1.915,1.897,1487,17,1976_63,13011.54,23013.74,36025.28,1976,63,1003536.99,860528.77,1864065.76
2.024,2.004,1541,16,1976_64,13397.61,23582.91,36980.52,1976,64,985013.7,825515.07,1810528.77
2.2239999999999998,2.1999999999999997,1658,16,1976_65,14633.85,25315.41,39949.26,1976,65,990465.75,812967.12,1803432.87
2.291,2.265,1669,15,1976_66,15019.93,25431.45,40451.38,1976,66,974567.12,780063.01,1754630.13
2.488,2.4570000000000003,1770,14,1976_67,15623.04,26223.68,41846.72,1976,67,923523.29,728016.44,1651539.73
2.7369999999999997,2.7,1897,14,1976_68,16492.21,26974.9,43467.11,1976,68,878564.38,681545.21,1560109.59
3.0220000000000002,2.9770000000000003,2035,13,1976_69,17360.38,27444.03,44804.41,1976,69,822526.03,633016.44,1455542.47
3.4869999999999997,3.428,2273,12,1976_70,18488.6,27585.08,46073.68,1976,70,748019.18,563509.59,1311528.77
3.528,3.467,2220,12,1976_71,18809.66,26973.9,45783.56,1976,71,728043.84,548030.14,1276073.98
3.982,3.904,2414,11,1976_72,19388.78,27939.18,47327.96,1976,72,673528.77,493019.18,1166547.95
4.322,4.2299999999999995,2513,11,1976_73,20457.98,27542.07,48000.05,1976,73,628564.38,451547.95,1080112.33
4.5249999999999995,4.425,2518,10,1976_74,20220.94,26114.65,46335.59,1976,74,603446.58,414471.23,1017917.81
5.277,5.141,2796,10,1976_75,23612.6,28412.32,52024.92,1976,75,604490.41,400487.67,1004978.08
5.315,5.178,2671,9,1976_76,23899.65,27139.95,51039.6,1976,76,572572.6,368547.95,941120.55
5.601,5.449,2665,9,1976_77,23126.51,25281.4,48407.91,1976,77,511542.47,319019.18,830561.65
6.215,6.027,2788,8,1976_78,24174.71,25371.43,49546.14,1976,78,483504.11,301493.15,784997.26
6.813,6.589,2864,8,1976_79,24776.83,24889.28,49666.11,1976,79,455986.3,277991.78,733978.08
7.68,7.396,3003,7,1976_80,26512.16,25192.37,51704.53,1976,80,423222.89,246376.32,669599.21
8.105,7.79,2929,7,1976_81,26138.09,23240.8,49378.89,1976,81,382297.23,217533.03,599830.26
9.063,8.67,3006,6,1976_82,26777.21,22501.59,49278.8,1976,82,345733.03,191535.75,537268.78
10.183,9.689,3068,6,1976_83,27406.34,22082.47,49488.81,1976,83,314382.93,170079.56,484462.49
11.017000000000001,10.441,2986,6,1976_84,26151.09,20152.91,46304.0,1976,84,266413.8,138460.52,404874.32
11.886,11.219,2873,5,1976_85,24862.84,17696.18,42559.02,1976,85,237001.29,118685.2,355686.49
13.345,12.509999999999998,2844,5,1976_86,24740.82,16687.88,41428.7,1976,86,206012.37,101749.73,307762.1
14.559,13.571,2700,4,1976_87,23243.53,15108.42,38351.95,1976,87,174840.63,84617.56,259458.19
15.527,14.408999999999999,2477,4,1976_88,20037.9,12773.74,32811.64,1976,88,135672.17,63835.94,199508.11
17.139,15.786,2323,4,1976_89,17810.47,10695.13,28505.6,1976,89,112462.1,51285.82,163747.92
18.959,17.317,2146,4,1976_90,16228.16,9239.7,25467.86,1976,90,91383.59,41014.16,132397.75
20.033,18.209,1866,3,1976_91,13736.68,7606.23,21342.91,1976,91,72641.87,31795.43,104437.3
22.255,20.027,1678,3,1976_92,11849.3,6254.83,18104.13,1976,92,55242.49,23067.9,78310.39
24.092,21.502,1441,3,1976_93,9701.89,4800.4,14502.29,1976,93,41652.96,16932.71,58585.67
26.090000000000003,23.080000000000002,1214,3,1976_94,7788.52,3643.07,11431.59,1976,94,30316.35,11904.5,42220.85
27.832,24.432000000000002,989,3,1976_95,6155.2,2684.78,8839.98,1976,95,22500.31,8557.03,31057.34
30.007,26.092,798,2,1976_96,4733.92,1921.57,6655.49,1976,96,15119.86,5412.72,20532.58
32.283,27.796,628,2,1976_97,3182.62,1280.37,4462.99,1976,97,10041.92,3581.21,13623.13
34.653,29.535,482,2,1976_98,2306.45,959.28,3265.73,1976,98,6937.44,2411.54,9348.98
37.108000000000004,31.301000000000002,360,2,1976_99,1684.33,612.18,2296.51,1976,99,4786.67,1586.85,6373.52
39.639,33.082,261,2,1976_100,1190.23,431.13,1621.36,1976,100,3194.58,1049.94,4244.52
42.232,34.869,184,2,1976_101,734.14,271.08,1005.22,1976,101,1954.74,641.38,2596.12
44.875,36.651,126,2,1976_102,482.09,161.04,643.13,1976,102,1257.38,414.9,1672.28
47.552,38.418,84,1,1976_103,343.06,103.03,446.09,1976,103,828.85,285.49,1114.34
50.248000000000005,40.159,54,1,1976_104,198.04,66.02,264.06,1976,104,492.85,205.66,698.51
52.94799999999999,41.865,34,1,1976_105,126.02,47.02,173.04,1976,105,349.11,146.88,495.99
55.635,43.527,20,1,1976_106,110.02,29.0,139.02,1976,106,218.96,84.2,303.16
58.29299999999999,45.137,12,1,1976_107,40.0,23.0,63.0,1976,107,146.68,64.03,210.71
60.907,46.688,7,1,1976_108,32.0,16.0,48.0,1976,108,103.24,38.97,142.21
63.461999999999996,48.176,4,1,1976_109,26.0,11.0,37.0,1976,109,57.3,36.65,93.95
65.947,100.0,4,1,1976_110,46.0,30.0,76.0,1976,110,171.67,106.73,278.4
1.434,1.4160000000000001,1416,73,1977_0,20104.73,26884.46,46989.19,1977,0,1561104.11,1636619.18,3197723.29
0.10300000000000001,0.10300000000000001,102,73,1977_1,1404.33,1753.62,3157.95,1977,1,1493969.86,1561964.38,3055934.24
0.07200000000000001,0.07200000000000001,71,72,1977_2,929.22,1259.44,2188.66,1977,2,1477052.05,1547553.42,3024605.47
0.052,0.052,52,71,1977_3,651.15,950.33,1601.48,1977,3,1500452.05,1566958.9,3067410.95
0.043,0.043,42,70,1977_4,603.14,758.27,1361.41,1977,4,1588378.08,1656375.34,3244753.42
0.04,0.04,40,69,1977_5,522.12,824.29,1346.41,1977,5,1703802.74,1780284.93,3484087.67
0.036000000000000004,0.036000000000000004,35,68,1977_6,479.11,803.29,1282.4,1977,6,1764049.32,1838567.12,3602616.44
0.03,0.03,30,67,1977_7,434.1,657.23,1091.33,1977,7,1751564.38,1825071.23,3576635.61
0.032,0.032,31,66,1977_8,446.1,656.23,1102.33,1977,8,1670534.25,1741531.51,3412065.76
0.029,0.029,28,65,1977_9,397.1,616.21,1013.31,1977,9,1728947.95,1797452.05,3526400.0
0.027,0.027,26,64,1977_10,386.09,590.2,976.29,1977,10,1813435.62,1892928.77,3706364.39
0.03,0.03,29,63,1977_11,429.1,675.23,1104.33,1977,11,1860857.53,1936863.01,3797720.54
0.032,0.032,31,62,1977_12,442.1,797.28,1239.38,1977,12,1945397.26,2027378.08,3972775.34
0.037,0.037,36,61,1977_13,532.12,975.34,1507.46,1977,13,2008961.64,2097468.49,4106430.13
0.046,0.046,45,60,1977_14,612.14,1307.46,1919.6,1977,14,2063956.16,2146956.16,4210912.32
0.06,0.06,59,59,1977_15,864.21,1710.6,2574.81,1977,15,2105449.32,2196446.58,4301895.9
0.083,0.083,81,58,1977_16,1086.26,2501.88,3588.14,1977,16,2109046.58,2187553.42,4296600.0
0.10200000000000001,0.10200000000000001,99,57,1977_17,1202.28,3137.1,4339.38,1977,17,2099991.78,2169997.26,4269989.04
0.126,0.126,123,56,1977_18,1406.33,3947.39,5353.72,1977,18,2099495.89,2144986.3,4244482.19
0.128,0.128,125,55,1977_19,1312.31,4281.5,5593.81,1977,19,2167515.07,2197515.07,4365030.14
0.128,0.128,124,54,1977_20,1343.31,4182.47,5525.78,1977,20,2123602.74,2149112.33,4272715.07
0.133,0.133,129,54,1977_21,1334.31,4138.45,5472.76,1977,21,2029038.36,2047041.1,4076079.46
